place_id,place_name,review_rating,review_text,review_language,review_time,relative_time_description,author_name
ChIJVVVVpbsPdkgReCbQtDFgqrM,Costa Coffee,1,"Staff were very rude today at cxh. Was waiting ages for my coffee. We are customers and should not be shouted at. New ordering system, no one tells you that you should look out for an order number. I just got a receipt for my payment. Very bad I paid for a latte that cost me £4.55 and by the time i got it, it was cold. The staff argued with me instead of giving me a hot drink. Very disappointed staff member. You will never get this at other Costas. They listen to the customer. I did not get time to speak to the manager or supervisor as i was due to get back to my training. Please look into this as I have proof of my payment.",en,1754584193,6 months ago,Reena Pillay
ChIJVVVVpbsPdkgReCbQtDFgqrM,Costa Coffee,5,Great service and super friendly staff! Good selection of drinks and sweet treats at the hospital. Only thing is the premium charged is not nice both for staff and patients!,en,1762749592,3 months ago,The Operatic Physio
ChIJdxDs5ZsPdkgRnjL3CcGiX1g,Costa Coffee,5,"Costa Coffee is my 'go-to'coffee shop in Hounslow. The experience made even more pleasurable by one guy behind the counter - a true customer service expert! I see him befriend many customers, doing exactly what every shop assistant ought to be doing. Daniel is a real gentleman!",en,1704409731,2 years ago,Mo Shah
ChIJdxDs5ZsPdkgRnjL3CcGiX1g,Costa Coffee,5,"Located inside a Shell recharging station on the corner of Fulham Road and Landridge Road. A quiet and relaxed atmosphere when I stopped there, with friendly and efficient staff, a clean environment, and tables to sit at (it is not just an Express outlet like you usually find in such places). There is also a convenience store adjoining  it.",en,1677523351,2 years ago,David W
ChIJdxDs5ZsPdkgRnjL3CcGiX1g,Costa Coffee,5,It's a really nice Costa in a shell recharge station. Staff was nice and typical but clean Costa style.,en,1716746347,a year ago,Aaron Bhugobaun
ChIJdxDs5ZsPdkgRnjL3CcGiX1g,Costa Coffee,5,"I wanna say thanks for staff, very loyal and friendly, coffee was good. Thanks a lot.",en,1690831694,2 years ago,Islam Rakhmanov
ChIJdxDs5ZsPdkgRnjL3CcGiX1g,Costa Coffee,5,Very friendly and attentive staff,en,1733164556,a year ago,Carla S
ChIJS6hx3osPdkgRh8JTDOYbqpo,Costa Coffee,5,"Nice atmosphere at Costa Coffee, perfect for relaxing ! The cafe is always clean, you can see the effort of the staff to keep everything spotless. The hospitality of the workers impressed me - they are friendly and attentive. I come back again and again !",en,1745675473,9 months ago,RR RR
ChIJS6hx3osPdkgRh8JTDOYbqpo,Costa Coffee,5,I stopped over for a tuna melt and the store had it in stock. Short queue and didn’t wait long to be served too. Plenty of seating spaces provided with social distance observed too. Clean restaurant with friendly staff too.,en,1630165054,4 years ago,Uzo Amaka
ChIJS6hx3osPdkgRh8JTDOYbqpo,Costa Coffee,3,"Decent Costa Coffee.

We ended up here after attempting to try an independent coffee café which was super busy.

The food and drinks were good, service was questionable though...

I thought they had a newbie at the till as the two staff members started to panic when the queue became longer as they were concentrating too much on Deliveroo orders.",en,1698132336,2 years ago,Don
ChIJS6hx3osPdkgRh8JTDOYbqpo,Costa Coffee,5,"Nice and cute. Very lovely place to have a coffee ☕, wold recommend.
It's big form the inside and have a panty of tables.
I've seen few fellows seating at the end off the cafe with Mac books working on something, still nice and quiet.
There one toilet downstairs for customers which is BIG,  clean and have everything you need at such place.
The staff was friendly and nice, just as you would expect .

Recommend.",en,1481592598,9 years ago,Dmitry Derbenev
ChIJS6hx3osPdkgRh8JTDOYbqpo,Costa Coffee,5,"Great place to sit down for a break or for a relaxed place to work. Plenty of cozy chairs and plug sockets around the room, and there's almost always space. Staff are friendly and attentive :)",en,1495196083,8 years ago,Alex C
ChIJB8R1vKwPdkgR_zbwiQUMwa0,Costa Coffee,4,"British brand, the only coffee chain is the Costa Coffee, it used to be in Singapore. Anyways I saw this shop and since I am in UK, let's taste the local cafe instead. The breakfast deal £5+ with large flatwhite and croissant. Coffee is  thick and delicious. Have not tried the croissant yet!",en,1752221084,7 months ago,Yulea Xia
ChIJB8R1vKwPdkgR_zbwiQUMwa0,Costa Coffee,4,"Quiet cafe for a morning, served quickly and a decent hot choc and toastie.",en,1769069537,2 weeks ago,R M
ChIJB8R1vKwPdkgR_zbwiQUMwa0,Costa Coffee,5,"A smallish but cosy Costa with lovely lighting and decorations (for the time of year). Very warm and a good spot to catch up with a friend or have a solo coffee.

I was served by a very friendly younger man today who was helpful in quickly cleaning the table for me, without me asking, and then making my order perfectly.

Lower rating for the carrot cake as it was slightly drier on the upper layer and yet sickly sweet (as though it had been soaked in something) on the bottom.",en,1765065643,2 months ago,Saloua E
ChIJB8R1vKwPdkgR_zbwiQUMwa0,Costa Coffee,5,"At first, I came here just because I often saw Costa Coffee, but it turns out to be a great one-stop spot for coffee lovers in London ☕️🇬🇧. The service is fast and friendly, and first-timers will get recommendations from the barista. The café is clean! Highly recommended✨❤️",en,1742741420,10 months ago,Jesica Arnez
ChIJB8R1vKwPdkgR_zbwiQUMwa0,Costa Coffee,5,"As an American, I was very pleased to find an alternative to the omnipresent Star***ks. The coffee was very, very good, the staff friendly, and variety and quality of food was perfect. This shop became our daily stop before taking the tube or ambling around Earls Court.",en,1764614837,2 months ago,Bisch and Chips
ChIJ3c4fGgAFdkgRLOZWQlw40t4,Costa Coffee,5,"Lovely quiet little Costa up next to the Sainsbury's. Reachable via lift or stairs, but always worth a visit. Friendly staff, good coffee, nice and chill atmosphere, neat, clean - what more could you want?",en,1750886650,7 months ago,Aleksandar Zivkovic
ChIJ3c4fGgAFdkgRLOZWQlw40t4,Costa Coffee,5,"Such an amazing place. I came with two young boys. Both were hungry and tired. The staff were patient, understanding and so kind. My experience was amazing. I only wish I lived closer so I can visit the place more often.

Thank you so much Costa staff",en,1765118518,2 months ago,Tom Elsom
ChIJ3c4fGgAFdkgRLOZWQlw40t4,Costa Coffee,5,"I would like to thanks so much for hard work team does in this venue .
Customer service is at a very high level.
I was served promptly no waste of time.
I would like to emphasise on member of team which name I remember Polina very kind member of staff.
Hope to come back soon.",en,1754056740,6 months ago,Dumitru Dercaci
ChIJ3c4fGgAFdkgRLOZWQlw40t4,Costa Coffee,5,"Really great place to work, quiet, spacious.",en,1750100766,7 months ago,J.
ChIJ3c4fGgAFdkgRLOZWQlw40t4,Costa Coffee,1,"Por service, too busy taking orders and not serving, display board takes ages to show all drinks, lack of atmosphere and food specials advertised, weren't available.",en,1746452095,9 months ago,Lesley
ChIJ94NAoGQFdkgRQwCHSKnmtlk,Costa Coffee,1,"Dear Sir or Madam,

I am writing to formally complain about an incident involving one of your staff members who was serving at the till during my recent visit.

I was accompanying a close friend who has a disability. My friend politely asked the staff member for warm or hot water. This was a simple and reasonable request. However, the request was denied in a dismissive manner, without any clear explanation or attempt to assist.

What was particularly upsetting and unacceptable was the staff member’s behaviour immediately afterward. He appeared to laugh following the refusal, which was deeply disrespectful and humiliating for my friend. As someone advocating on behalf of a person with a disability, I found this behaviour offensive and discriminatory.

Staff members should be trained to treat all customers with dignity, kindness, and understanding — especially individuals with disabilities. The lack of empathy shown in this situation falls far below acceptable customer service standards.

I am requesting that this incident be taken seriously, reviewed appropriately, and that further training be provided to ensure no customer is treated in this manner again.

I would appreciate a response outlining how this matter will be addressed.",en,1769013134,2 weeks ago,james escol
ChIJ94NAoGQFdkgRQwCHSKnmtlk,Costa Coffee,1,"I was really disappointed with the customer service. While waiting in the queue, I allowed a disabled customer in a wheelchair to go ahead of me, something I was more than happy to do. However, when it was my turn, the barista tried to ignore me and told me to go to the back of the queue, I explained politely that I was in the queue and had simply given way to someone who needed it more, but the way he handled my order felt disrespectful. It also seemed like he charged me more than usual, which left me feeling uncomfortable.
To make things worse, I saw him offering trays to other customers, yet when I ordered two coffees, he didn’t bother to offer any help. The difference in how I was treated compared to others was noticeable and really disappointing.
Overall, the experience felt unfair and unprofessional. I hope the staff receive better training on customer service and treating everyone with the same respect.",en,1764340786,2 months ago,Adam Langton
ChIJ94NAoGQFdkgRQwCHSKnmtlk,Costa Coffee,5,My daughter is 6years old and has dysphagia (a swallowing condition and can not drink anything without thickener) the members of staff know exactly how to make my daughters drinks which makes life a little bit easier and to know that she can have a treat there and not have to worry the members of staff’s have gotten to know me and my daughter and know exactly what we want. I really appreciate you for taking time to understand and help thank you,en,1766644894,a month ago,Kiera Claire
ChIJ94NAoGQFdkgRQwCHSKnmtlk,Costa Coffee,1,They regularly and cheerfully sell stale pastries from at least a day before but don’t seem to care. I bought two one morning and they were rock hard. Came back another morning and saw a woman refusing to buy a pastry from them for the same reason. It had clearly been on display since the day before,en,1766218091,a month ago,Darryl Murphy
